CDSCode,C,D,S,SARCYear,BTEACHSAL,MTCHSAL,HTCHSAL,PRSAL,PRSALM,PRSALH,SUPSAL,PTCHSAL,PADMSAL,AVEBTCHSAL,AVGMTCHSAL,AVGHTCHSAL,AVGPRSAL,AVGPRSALM,AVGPRSALH,AVGSUPSAL,AVGPTCHSAL,AVGPADMSAL
37683380117325,37,68338,0117325,2019-20,48792,74140,100772,139968,143902,154753,290907,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
36677020117382,36,67702,0117382,2019-20,52718,82044,112019,128699,128699,0,228591,39,4,52060,84043,107043,133582,138803,133845,240628,35,5
33752000117408,33,75200,0117408,2019-20,49477,81929,115072,133091,139787,158439,252150,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
36679590117416,36,67959,0117416,2019-20,50454,84791,108250,136983,144389,152898,227576,34,4,51029,78583,99506,124576,131395,144697,240194,34,6
33752420117424,33,75242,0117424,2019-20,54647,88606,117411,146745,150822,160952,302841,31,6,52562,83575,104166,131875,137852,150626,260243,34,5
19648810117440,19,64881,0117440,2019-20,45221,69894,93302,117240,119160,126720,272950,27,6,52562,83575,104166,131875,137852,150626,260243,34,5
50105040117457,50,10504,0117457,2019-20,,,,,,,,,,,,,,,,,,
19647330116509,19,64733,0116509,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117598,19,64733,0117598,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117606,19,64733,0117606,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117614,19,64733,0117614,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117622,19,64733,0117622,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117648,19,64733,0117648,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117655,19,64733,0117655,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
50755720117689,50,75572,0117689,2019-20,53856,79310,101698,119835,119835,128632,186329,28,6,48119,74665,98160,118542,125068,133516,194199,31,6
19647330117721,19,64733,0117721,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117747,19,64733,0117747,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117762,19,64733,0117762,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
50755720117770,50,75572,0117770,2019-20,53856,79310,101698,119835,119835,128632,186329,28,6,48119,74665,98160,118542,125068,133516,194199,31,6
39686270117796,39,68627,0117796,2019-20,43743,63678,77945,119100,0,0,199588,3,10,47265,69813,91237,113466,115186,0,131359,30,7
44697990117804,44,69799,0117804,2019-20,46666,64722,90640,101669,107221,117462,222832,26,5,52562,83575,104166,131875,137852,150626,260243,34,5
19647330117846,19,64733,0117846,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
39686760117853,39,68676,0117853,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
31750850117879,31,75085,0117879,2019-20,42930,75842,102655,139165,137001,159049,262486,40,5,52562,83575,104166,131875,137852,150626,260243,34,5
19647330117895,19,64733,0117895,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117903,19,64733,0117903,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117911,19,64733,0117911,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117937,19,64733,0117937,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117952,19,64733,0117952,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330117978,19,64733,0117978,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
14101400117994,14,10140,0117994,2019-20,,,,,,,,,,,,,,,,,,
10621170118018,10,62117,0118018,2019-20,42984,68050,92444,115049,119341,133175,230000,33,5,50897,78461,104322,131863,137086,151143,297037,32,5
04614240118042,04,61424,0118042,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
36750440118059,36,75044,0118059,2019-20,55410,87810,110822,140535,144424,157579,236562,33,5,50897,78461,104322,131863,137086,151143,297037,32,5
19648810118075,19,64881,0118075,2019-20,45221,69894,93302,117240,119160,126720,272950,27,6,52562,83575,104166,131875,137852,150626,260243,34,5
37683380118083,37,68338,0118083,2019-20,48792,74140,100772,139968,143902,154753,290907,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
36738900118109,36,73890,0118109,2019-20,,,,,,,,27,6,48119,74665,98160,118542,125068,133516,194199,31,6
38684780118133,38,68478,0118133,2019-20,50865,83205,103969,126740,132675,137989,310000,33,7,50897,78461,104322,131863,137086,151143,297037,32,5
38684780118141,38,68478,0118141,2019-20,50865,83205,103969,126740,132675,137989,310000,33,7,50897,78461,104322,131863,137086,151143,297037,32,5
30666210118174,30,66621,0118174,2019-20,53446,83885,109082,130156,137808,165215,256476,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
01612590118224,01,61259,0118224,2019-20,48926,67368,96755,111968,117064,139888,336169,29,8,50897,78461,104322,131863,137086,151143,297037,32,5
14766870118299,14,76687,0118299,2019-20,46038,71167,94741,115170,118067,123323,155000,36,6,48119,74665,98160,118542,125068,133516,194199,31,6
39685770118307,39,68577,0118307,2019-20,47368,73040,92593,104933,0,115438,150187,31,6,48119,74665,98160,118542,125068,133516,194199,31,6
37683380118315,37,68338,0118315,2019-20,48792,74140,100772,139968,143902,154753,290907,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
27751500118349,27,75150,0118349,2019-20,37653,45019,59871,0,0,0,75000,31,8,45813,70720,93973,111613,119477,120270,150704,29,6
13630990118364,13,63099,0118364,2019-20,43720,75854,96309,103903,131176,140144,196500,28,4,51029,78583,99506,124576,131395,144697,240194,34,6
43694840118380,43,69484,0118380,2019-20,53849,79326,100775,138017,148067,156996,230468,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
31668290118422,31,66829,0118422,2019-20,46493,74439,95151,119398,128099,0,208715,38,5,51450,80263,101012,128082,132453,134792,197968,34,6
37684520118430,37,68452,0118430,2019-20,49905,79321,104599,130744,106341,144704,260000,35,4,52562,83575,104166,131875,137852,150626,260243,34,5
13631230118455,13,63123,0118455,2019-20,59351,89884,115810,124129,127929,0,227080,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
39686760118497,39,68676,0118497,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
50755720118513,50,75572,0118513,2019-20,53856,79310,101698,119835,119835,128632,186329,28,6,48119,74665,98160,118542,125068,133516,194199,31,6
19643520118521,19,64352,0118521,2019-20,48246,80043,101658,0,0,158371,228450,34,6,54687,92222,114208,143647,145785,162322,258950,32,5
19647330118588,19,64733,0118588,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
01612590118653,01,61259,0118653,2019-20,48926,67368,96755,111968,117064,139888,336169,29,8,50897,78461,104322,131863,137086,151143,297037,32,5
27659870118687,27,65987,0118687,2019-20,64606,101077,132685,169815,185939,168755,270000,31,5,48119,74665,98160,118542,125068,133516,194199,31,6
40688090118695,40,68809,0118695,2019-20,48399,72291,101697,134818,146286,161971,219578,32,5,51029,78583,99506,124576,131395,144697,240194,34,6
06616220118729,06,61622,0118729,2019-20,47497,68124,102155,110513,0,112314,153520,31,6,45813,70720,93973,111613,119477,120270,150704,29,6
34103480118745,34,10348,0118745,2019-20,,,,,,,,,,,,,,,,,,
39686760118752,39,68676,0118752,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
19734370118760,19,73437,0118760,2019-20,44308,76340,99847,119821,128960,147648,267720,31,7,52562,83575,104166,131875,137852,150626,260243,34,5
33752000118794,33,75200,0118794,2019-20,49477,81929,115072,133091,139787,158439,252150,38,5,50897,78461,104322,131863,137086,151143,297037,32,5
36678430118802,36,67843,0118802,2019-20,51965,86521,109075,133996,143214,155485,240400,35,4,52562,83575,104166,131875,137852,150626,260243,34,5
50755560118810,50,75556,0118810,2019-20,52277,78016,99183,115156,127605,125635,161000,29,6,48119,74665,98160,118542,125068,133516,194199,31,6
37683380118851,37,68338,0118851,2019-20,48792,74140,100772,139968,143902,154753,290907,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
33670580118885,33,67058,0118885,2019-20,53124,86049,107010,139203,142857,166806,285000,33,4,50897,78461,104322,131863,137086,151143,297037,32,5
16639250118919,16,63925,0118919,2019-20,51665,78685,102850,0,0,158895,180185,30,6,50546,81807,103463,0,169216,140004,182878,31,6
50712170118927,50,71217,0118927,2019-20,54445,78064,109307,131948,137323,148769,232861,27,5,51029,78583,99506,124576,131395,144697,240194,34,6
37682960118935,37,68296,0118935,2019-20,49682,78590,107628,140850,147568,160950,305509,35,4,50897,78461,104322,131863,137086,151143,297037,32,5
33671730118943,33,67173,0118943,2019-20,55137,80534,111829,137894,141317,159682,275095,33,5,50897,78461,104322,131863,137086,151143,297037,32,5
20652430118950,20,65243,0118950,2019-20,45956,73239,93867,124294,125066,135508,225000,30,5,52562,83575,104166,131875,137852,150626,260243,34,5
48705240118968,48,70524,0118968,2019-20,47017,76025,96787,122417,128843,126580,223864,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
19768690119016,19,76869,0119016,2019-20,52910,87158,104953,123417,120808,0,246959,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
43104390119024,43,10439,0119024,2019-20,,,,,,,,,,,,,,,,,,
07618040119032,07,61804,0119032,2019-20,52348,82412,103180,138263,149666,160148,357832,36,4,50897,78461,104322,131863,137086,151143,297037,32,5
39754990119040,39,75499,0119040,2019-20,52219,76968,101195,135269,143044,155819,240699,36,5,52562,83575,104166,131875,137852,150626,260243,34,5
77764220119065,77,76422,0119065,2019-20,,,,,,,,,,,,,,,,,,
24657550119073,24,65755,0119073,2019-20,52571,82286,110847,132336,137364,144705,196126,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
14766870119081,14,76687,0119081,2019-20,46038,71167,94741,115170,118067,123323,155000,36,6,48119,74665,98160,118542,125068,133516,194199,31,6
15633620119099,15,63362,0119099,2019-20,49800,76006,99090,124488,130753,0,231815,35,5,52060,84043,107043,133582,138803,133845,240628,35,5
36750440119107,36,75044,0119107,2019-20,55410,87810,110822,140535,144424,157579,236562,33,5,50897,78461,104322,131863,137086,151143,297037,32,5
36750440119115,36,75044,0119115,2019-20,55410,87810,110822,140535,144424,157579,236562,33,5,50897,78461,104322,131863,137086,151143,297037,32,5
34673550119131,34,67355,0119131,2019-20,40399,76730,101713,0,0,142090,193900,34,8,50546,81807,103463,0,169216,140004,182878,31,6
36679590119164,36,67959,0119164,2019-20,50454,84791,108250,136983,144389,152898,227576,34,4,51029,78583,99506,124576,131395,144697,240194,34,6
33672150119180,33,67215,0119180,2019-20,60289,88920,116293,137228,144355,156944,306117,36,6,50897,78461,104322,131863,137086,151143,297037,32,5
33671160119206,33,67116,0119206,2019-20,45098,79656,107554,134697,136984,0,256319,40,6,52060,84043,107043,133582,138803,133845,240628,35,5
01611190119222,01,61119,0119222,2019-20,53006,74339,97088,128153,124728,141835,230000,35,6,51029,78583,99506,124576,131395,144697,240194,34,6
19649980119230,19,64998,0119230,2019-20,45476,82385,96997,132982,0,0,205000,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
37679910119255,37,67991,0119255,2019-20,42001,80588,109706,134767,134767,0,313600,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
37764710119271,37,76471,0119271,2019-20,,,,,,,,,,,,,,,,,,
33670580119305,33,67058,0119305,2019-20,53124,86049,107010,139203,142857,166806,285000,33,4,50897,78461,104322,131863,137086,151143,297037,32,5
19646670119313,19,64667,0119313,2019-20,49927,80847,106560,136236,135596,0,235704,34,5,52060,84043,107043,133582,138803,133845,240628,35,5
33670330119321,33,67033,0119321,2019-20,64344,97750,120294,133238,138055,145043,416912,40,5,50897,78461,104322,131863,137086,151143,297037,32,5
10621660119339,10,62166,0119339,2019-20,47934,79570,111843,130252,135559,149673,324826,33,6,50897,78461,104322,131863,137086,151143,297037,32,5
40754570119354,40,75457,0119354,2019-20,47627,69926,90556,101099,106653,110549,180000,33,6,51029,78583,99506,124576,131395,144697,240194,34,6
58727360119362,58,72736,0119362,2019-20,53451,75649,108420,109013,114463,121763,207200,33,6,51029,78583,99506,124576,131395,144697,240194,34,6
39686760119388,39,68676,0119388,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
56737590119396,56,73759,0119396,2019-20,49289,80193,101541,130603,134349,148029,250180,40,6,52562,83575,104166,131875,137852,150626,260243,34,5
30666470119404,30,66647,0119404,2019-20,45523,84395,110978,123248,125767,143862,325167,36,5,50897,78461,104322,131863,137086,151143,297037,32,5
56725380119412,56,72538,0119412,2019-20,48873,80975,103934,125933,133529,0,235000,33,4,52060,84043,107043,133582,138803,133845,240628,35,5
34673480119420,34,67348,0119420,2019-20,44112,70624,94926,120906,122633,0,167713,36,6,51450,80263,101012,128082,132453,134792,197968,34,6
19648730119438,19,64873,0119438,2019-20,55659,84073,106857,139856,147116,157199,285232,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
19648730119446,19,64873,0119446,2019-20,55659,84073,106857,139856,147116,157199,285232,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
31750850119487,31,75085,0119487,2019-20,42930,75842,102655,139165,137001,159049,262486,40,5,52562,83575,104166,131875,137852,150626,260243,34,5
41690620119503,41,69062,0119503,2019-20,69248,105513,128183,0,0,195055,256276,30,5,54687,92222,114208,143647,145785,162322,258950,32,5
57726780119578,57,72678,0119578,2019-20,40571,64631,90167,113600,120917,128456,244405,33,6,51029,78583,99506,124576,131395,144697,240194,34,6
37680230119594,37,68023,0119594,2019-20,51655,77932,103806,137246,0,0,308616,37,5,52060,84043,107043,133582,138803,133845,240628,35,5
54105460119602,54,10546,0119602,2019-20,,,,,,,,,,,,,,,,,,
37683380119610,37,68338,0119610,2019-20,48792,74140,100772,139968,143902,154753,290907,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
10101080119628,10,10108,0119628,2019-20,,,,,,,,,,,,,,,,,,
19768690119636,19,76869,0119636,2019-20,52910,87158,104953,123417,120808,0,246959,38,6,48119,74665,98160,118542,125068,133516,194199,31,6
15101570119669,15,10157,0119669,2019-20,,,,,,,,,,,,,,,,,,
19647330119685,19,64733,0119685,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330119693,19,64733,0119693,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330119701,19,64733,0119701,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330119727,19,64733,0119727,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330119735,19,64733,0119735,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
39686760119743,39,68676,0119743,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
49708470119750,49,70847,0119750,2019-20,,,,,,,,33,6,47265,69813,91237,113466,115186,0,131359,30,7
77764220119776,77,76422,0119776,2019-20,,,,,,,,,,,,,,,,,,
39686760119784,39,68676,0119784,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
01612590119859,01,61259,0119859,2019-20,48926,67368,96755,111968,117064,139888,336169,29,8,50897,78461,104322,131863,137086,151143,297037,32,5
38684780119875,38,68478,0119875,2019-20,50865,83205,103969,126740,132675,137989,310000,33,7,50897,78461,104322,131863,137086,151143,297037,32,5
30667460119925,30,66746,0119925,2019-20,45653,90994,115907,133125,133125,0,220000,40,5,52060,84043,107043,133582,138803,133845,240628,35,5
38684780119958,38,68478,0119958,2019-20,50865,83205,103969,126740,132675,137989,310000,33,7,50897,78461,104322,131863,137086,151143,297037,32,5
19647330119966,19,64733,0119966,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330119982,19,64733,0119982,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
36678760120006,36,67876,0120006,2019-20,55050,85311,110817,128110,145527,161367,345616,30,4,50897,78461,104322,131863,137086,151143,297037,32,5
19647330120014,19,64733,0120014,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330120022,19,64733,0120022,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330120030,19,64733,0120030,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
50712660120063,50,71266,0120063,2019-20,54422,82856,105575,128205,138050,0,185090,33,7,51450,80263,101012,128082,132453,134792,197968,34,6
19647330120071,19,64733,0120071,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
50710840120089,50,71084,0120089,2019-20,51634,65464,91639,0,0,0,115500,41,7,47265,69813,91237,113466,115186,0,131359,30,7
19647330120097,19,64733,0120097,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
31668520120105,31,66852,0120105,2019-20,43059,64767,91540,129340,0,0,191778,28,14,47265,69813,91237,113466,115186,0,131359,30,7
34752830120113,34,75283,0120113,2019-20,46711,67510,97800,125819,120160,148115,320830,33,7,51029,78583,99506,124576,131395,144697,240194,34,6
49709380120121,49,70938,0120121,2019-20,44752,71923,88645,0,110968,0,156783,25,5,47265,69813,91237,113466,115186,0,131359,30,7
15634040120139,15,63404,0120139,2019-20,52885,77679,103965,120921,125759,0,216165,32,7,52060,84043,107043,133582,138803,133845,240628,35,5
33751760120204,33,75176,0120204,2019-20,46756,85783,112903,137932,145079,157340,270840,38,4,50897,78461,104322,131863,137086,151143,297037,32,5
50711750120212,50,71175,0120212,2019-20,,,,,,,,,,,,,,,,,,
57726940120220,57,72694,0120220,2019-20,43073,72774,98022,112691,130882,143590,225586,35,6,51029,78583,99506,124576,131395,144697,240194,34,6
57726940120238,57,72694,0120238,2019-20,43073,72774,98022,112691,130882,143590,225586,35,6,51029,78583,99506,124576,131395,144697,240194,34,6
10621580120246,10,62158,0120246,2019-20,53316,75462,96952,116328,123062,136396,184126,37,5,48119,74665,98160,118542,125068,133516,194199,31,6
30664800120295,30,66480,0120295,2019-20,,,,,,,,37,4,51450,80263,101012,128082,132453,134792,197968,34,6
19646340120303,19,64634,0120303,2019-20,42126,71228,83125,102198,105705,116360,250008,27,5,51029,78583,99506,124576,131395,144697,240194,34,6
36676780120329,36,67678,0120329,2019-20,50410,79147,105552,121073,122114,136513,277306,38,6,50897,78461,104322,131863,137086,151143,297037,32,5
19647330120360,19,64733,0120360,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
38684780120386,38,68478,0120386,2019-20,50865,83205,103969,126740,132675,137989,310000,33,7,50897,78461,104322,131863,137086,151143,297037,32,5
04614240120394,04,61424,0120394,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
42767860120402,42,76786,0120402,2019-20,51781,81920,94473,132648,136967,143378,299629,32,5,52562,83575,104166,131875,137852,150626,260243,34,5
37683380120410,37,68338,0120410,2019-20,48792,74140,100772,139968,143902,154753,290907,34,5,50897,78461,104322,131863,137086,151143,297037,32,5
07100740120444,07,10074,0120444,2019-20,,,,,,,,,,,,,,,,,,
34674470120469,34,67447,0120469,2019-20,46561,69093,94014,117706,124292,143484,294991,34,6,50897,78461,104322,131863,137086,151143,297037,32,5
19647330120477,19,64733,0120477,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
37103710120485,37,10371,0120485,2019-20,,,,,,,,,,,,,,,,,,
37103710120493,37,10371,0120493,2019-20,,,,,,,,,,,,,,,,,,
19647330120527,19,64733,0120527,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
36678760120568,36,67876,0120568,2019-20,55050,85311,110817,128110,145527,161367,345616,30,4,50897,78461,104322,131863,137086,151143,297037,32,5
19734520120600,19,73452,0120600,2019-20,39825,82701,106213,135545,143133,151420,308800,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
56725460120634,56,72546,0120634,2019-20,55409,99462,107713,0,0,154805,227077,32,4,54687,92222,114208,143647,145785,162322,258950,32,5
43104390120642,43,10439,0120642,2019-20,,,,,,,,,,,,,,,,,,
54722560120659,54,72256,0120659,2019-20,53904,77900,104921,143567,133295,156528,252063,32,7,50897,78461,104322,131863,137086,151143,297037,32,5
33670820120675,33,67082,0120675,2019-20,49327,81662,110111,135351,140159,157155,282350,33,6,50897,78461,104322,131863,137086,151143,297037,32,5
39103970120717,39,10397,0120717,2019-20,,,,,,,,,,,,,,,,,,
39686760120725,39,68676,0120725,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
39686760120733,39,68676,0120733,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
36677100120758,36,67710,0120758,2019-20,50645,85346,109766,124573,124573,137291,250000,31,5,50897,78461,104322,131863,137086,151143,297037,32,5
19753330120766,19,75333,0120766,2019-20,56148,85928,105679,128955,133647,160075,247696,34,4,51029,78583,99506,124576,131395,144697,240194,34,6
19647330120808,19,64733,0120808,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
15635030120865,15,63503,0120865,2019-20,52055,75393,99964,126232,139086,0,177410,30,5,52060,84043,107043,133582,138803,133845,240628,35,5
13632140120881,13,63214,0120881,2019-20,49798,73433,94991,110268,112925,112925,171093,29,5,45813,70720,93973,111613,119477,120270,150704,29,6
24657550120923,24,65755,0120923,2019-20,52571,82286,110847,132336,137364,144705,196126,33,5,52562,83575,104166,131875,137852,150626,260243,34,5
19646420120956,19,64642,0120956,2019-20,,,,,,,,30,5,51450,80263,101012,128082,132453,134792,197968,34,6
10621660120964,10,62166,0120964,2019-20,47934,79570,111843,130252,135559,149673,324826,33,6,50897,78461,104322,131863,137086,151143,297037,32,5
49708960120980,49,70896,0120980,2019-20,51010,69884,88757,118109,0,0,194000,29,5,51450,80263,101012,128082,132453,134792,197968,34,6
49706070121038,49,70607,0121038,2019-20,48110,71362,89771,0,0,125597,164519,26,5,50546,81807,103463,0,169216,140004,182878,31,6
39767600121046,39,76760,0121046,2019-20,52158,76878,107004,131006,0,155902,210720,37,7,51029,78583,99506,124576,131395,144697,240194,34,6
30664230121053,30,66423,0121053,2019-20,56763,93285,113241,148911,0,0,287437,33,5,52060,84043,107043,133582,138803,133845,240628,35,5
19647330121079,19,64733,0121079,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
28662660121087,28,66266,0121087,2019-20,57271,80289,104486,134871,140027,152492,285674,36,5,52562,83575,104166,131875,137852,150626,260243,34,5
19647330121095,19,64733,0121095,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330121103,19,64733,0121103,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
41688660121111,41,68866,0121111,2019-20,60309,88402,113872,160000,171000,0,223000,39,7,51450,80263,101012,128082,132453,134792,197968,34,6
50711750121129,50,71175,0121129,2019-20,,,,,,,,,,,,,,,,,,
19647330121137,19,64733,0121137,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
30736430121152,30,73643,0121152,2019-20,53195,85813,114221,140298,148473,167470,356744,35,5,50897,78461,104322,131863,137086,151143,297037,32,5
77764229999999,77,76422,9999999,2019-20,,,,,,,,,,,,,,,,,,
36678500121160,36,67850,0121160,2019-20,52092,83392,107677,122197,131870,137630,278000,31,4,50897,78461,104322,131863,137086,151143,297037,32,5
01612590121228,01,61259,0121228,2019-20,48926,67368,96755,111968,117064,139888,336169,29,8,50897,78461,104322,131863,137086,151143,297037,32,5
49753580121236,49,75358,0121236,2019-20,44693,62872,78693,96708,103508,112656,175100,28,4,48119,74665,98160,118542,125068,133516,194199,31,6
31750850121244,31,75085,0121244,2019-20,42930,75842,102655,139165,137001,159049,262486,40,5,52562,83575,104166,131875,137852,150626,260243,34,5
19647330121285,19,64733,0121285,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
19647330121293,19,64733,0121293,2019-20,46587,74412,92389,124955,136210,137581,350000,28,5,50897,78461,104322,131863,137086,151143,297037,32,5
33672490121319,33,67249,0121319,2019-20,52532,81845,110429,130798,142674,147897,219270,35,6,51029,78583,99506,124576,131395,144697,240194,34,6
36678760121343,36,67876,0121343,2019-20,55050,85311,110817,128110,145527,161367,345616,30,4,50897,78461,104322,131863,137086,151143,297037,32,5
77764220121350,77,76422,0121350,2019-20,,,,,,,,,,,,,,,,,,
01612590121376,01,61259,0121376,2019-20,48926,67368,96755,111968,117064,139888,336169,29,8,50897,78461,104322,131863,137086,151143,297037,32,5
35674700121400,35,67470,0121400,2019-20,,,,,,,,34,6,52060,84043,107043,133582,138803,133845,240628,35,5
31669280121418,31,66928,0121418,2019-20,54823,81501,106746,0,0,158243,250908,36,6,54687,92222,114208,143647,145785,162322,258950,32,5
56739400121426,56,73940,0121426,2019-20,38195,69768,91793,113018,118008,138810,199838,32,6,51029,78583,99506,124576,131395,144697,240194,34,6
34674470121467,34,67447,0121467,2019-20,46561,69093,94014,117706,124292,143484,294991,34,6,50897,78461,104322,131863,137086,151143,297037,32,5
04614240121475,04,61424,0121475,2019-20,49195,66564,104767,114497,121376,126883,238553,33,4,52562,83575,104166,131875,137852,150626,260243,34,5
43104390121483,43,10439,0121483,2019-20,,,,,,,,,,,,,,,,,,
04615070121509,04,61507,0121509,2019-20,49988,77608,95707,105484,115216,0,170625,32,5,51450,80263,101012,128082,132453,134792,197968,34,6
50712330121525,50,71233,0121525,2019-20,46377,65449,91477,0,0,0,125562,33,7,47265,69813,91237,113466,115186,0,131359,30,7
10621660121533,10,62166,0121533,2019-20,47934,79570,111843,130252,135559,149673,324826,33,6,50897,78461,104322,131863,137086,151143,297037,32,5
39686760121541,39,68676,0121541,2019-20,50704,77138,97175,135730,0,149318,283250,28,6,50897,78461,104322,131863,137086,151143,297037,32,5
